1,0.002955,0.002592,0.001107,5.7e-05,0.000509
2,0.002768,0.00213,0.000249,4.6e-05,0.000703
3,0.002209,0.001872,0.000202,0.000118,0.00109
4,0.002176,0.001821,0.000175,0.000756,0.001422
5,0.002227,0.001815,0.000176,0.006554,0.001793
